Station ID,year,n_rain,R5mm,R10mm,R20mm,SDII,PRCPTOT,CDD,CWD,Rx1day,Rx5day,R95pTOT,R99pTOT,n_maxdy,n_mindy,FD,TR,SU,ID,TNn,TNx,TXn,TXx,DTR,TN10p,TN90p,TX10p,TX90p,WSDI,CSDI,GSL,Latitude,Longitude,Direction
MALIN HEAD,1984,366,72.0,29.0,3.0,5.858,984.1,35.8,72.0,155.0,62.3,13.0,17.0,366.0,366.0,11.0,0.0,0.0,0.0,-2.9,16.7,2.4,24.0,4.931,10.901,12.191,5.267,10.665,0.0,0.0,321.0,55.4,-7.3,north-east
MALIN HEAD,1985,365,82.0,33.0,7.0,6.585,1145.8,48.6,82.6,286.5,157.2,20.0,12.0,365.0,365.0,21.0,0.0,0.0,0.0,-4.6,16.5,1.0,23.2,4.773,17.506,8.625,16.136,12.735,7.0,0.0,332.0,55.4,-7.3,north-east
MALIN HEAD,1986,365,84.0,31.0,2.0,5.99,1126.1,39.6,75.8,134.6,39.6,14.0,21.0,365.0,365.0,16.0,0.0,0.0,0.0,-6.2,14.5,1.7,22.2,4.608,12.499,7.161,22.806,7.454,7.0,0.0,351.0,55.4,-7.3,north-east
MALIN HEAD,1987,365,61.0,24.0,4.0,6.046,919.0,60.0,76.1,233.4,98.7,17.0,10.0,365.0,365.0,18.0,0.0,0.0,1.0,-3.9,15.3,-1.0,22.2,4.769,12.121,11.667,10.789,10.657,0.0,0.0,359.0,55.4,-7.3,north-east
MALIN HEAD,1988,366,82.0,32.0,2.0,6.211,1124.2,32.6,63.3,233.6,32.6,14.0,19.0,366.0,366.0,2.0,0.0,0.0,0.0,-1.1,15.0,4.6,22.3,4.777,5.248,12.71,4.579,12.663,0.0,0.0,350.0,55.4,-7.3,north-east
MALIN HEAD,1989,365,78.0,26.0,4.0,5.984,1041.3,54.8,97.3,199.4,80.3,14.0,19.0,365.0,365.0,2.0,0.0,0.0,0.0,-0.6,16.8,4.3,24.4,5.013,6.094,13.207,6.084,18.281,7.0,0.0,359.0,55.4,-7.3,north-east
MALIN HEAD,1990,365,91.0,36.0,8.0,6.617,1277.1,32.8,84.2,311.3,114.0,13.0,19.0,365.0,365.0,2.0,0.0,0.0,0.0,-0.4,16.2,4.3,24.4,4.71,3.656,17.61,3.297,15.843,0.0,0.0,359.0,55.4,-7.3,north-east
MALIN HEAD,1991,365,74.0,35.0,9.0,6.613,1044.9,28.7,94.2,241.1,55.2,20.0,17.0,365.0,365.0,5.0,0.0,0.0,0.0,-1.1,15.1,2.2,22.3,4.435,5.479,14.521,6.575,7.671,0.0,0.0,343.0,55.4,-7.3,north-east
MALIN HEAD,1992,366,100.0,33.0,4.0,6.302,1241.5,27.9,56.5,226.8,80.3,14.0,14.0,366.0,366.0,5.0,0.0,0.0,0.0,-1.8,14.3,3.7,22.2,4.521,9.016,14.754,8.197,9.836,0.0,0.0,353.0,55.4,-7.3,north-east
MALIN HEAD,1993,365,71.0,32.0,4.0,5.791,1036.6,33.6,68.4,182.9,66.1,15.0,24.0,365.0,365.0,4.0,0.0,0.0,0.0,-1.9,15.1,3.3,20.7,4.343,10.685,11.781,10.959,4.932,0.0,0.0,359.0,55.4,-7.3,north-east
MALIN HEAD,1994,365,93.0,31.0,3.0,5.961,1150.5,28.2,52.3,110.1,53.4,22.0,25.0,365.0,365.0,3.0,0.0,0.0,0.0,-2.6,14.5,2.5,22.5,4.671,5.205,10.685,8.219,10.959,0.0,0.0,351.0,55.4,-7.3,north-east
MALIN HEAD,1995,365,71.0,29.0,8.0,6.317,1143.4,38.7,74.0,325.1,192.5,12.0,14.0,365.0,365.0,17.0,0.0,3.0,0.0,-4.8,17.4,0.4,25.2,5.134,7.671,19.178,7.123,20.822,7.0,7.0,354.0,55.4,-7.3,north-east
MALIN HEAD,1996,366,64.0,19.0,2.0,5.466,896.4,49.9,66.9,157.3,49.9,23.0,18.0,366.0,366.0,15.0,0.0,0.0,0.0,-2.4,16.0,2.7,24.0,4.907,10.109,12.295,7.923,10.656,12.0,0.0,355.0,55.4,-7.3,north-east
MALIN HEAD,1997,365,70.0,32.0,4.0,5.885,971.1,35.8,75.5,158.5,62.1,17.0,11.0,365.0,365.0,3.0,0.0,1.0,0.0,-2.4,16.7,2.8,25.9,5.022,7.397,21.096,4.384,17.808,12.0,0.0,349.0,55.4,-7.3,north-east
MALIN HEAD,1998,365,89.0,38.0,6.0,6.29,1251.8,30.5,57.6,289.7,82.8,20.0,17.0,365.0,365.0,8.0,0.0,0.0,0.0,-3.5,15.0,3.9,23.4,4.54,6.027,17.808,6.575,17.26,14.0,0.0,352.0,55.4,-7.3,north-east
MALIN HEAD,1999,365,95.0,41.0,7.0,6.343,1306.6,29.7,70.2,285.8,110.7,13.0,21.0,365.0,365.0,3.0,0.0,0.0,0.0,-1.0,16.1,4.0,23.6,4.621,5.753,20.0,2.74,12.055,9.0,0.0,359.0,55.4,-7.3,north-east
MALIN HEAD,2000,366,85.0,31.0,6.0,6.001,1146.1,34.9,67.0,255.8,65.8,14.0,14.0,366.0,366.0,3.0,0.0,0.0,0.0,-2.8,15.6,2.8,23.9,4.522,6.284,13.115,6.831,10.929,0.0,0.0,360.0,55.4,-7.3,north-east
MALIN HEAD,2001,365,55.0,17.0,1.0,5.117,823.8,22.4,53.0,144.1,0.0,14.0,9.0,365.0,365.0,10.0,0.0,0.0,0.0,-2.5,15.5,2.2,22.3,4.415,5.753,15.89,6.849,10.411,0.0,0.0,331.0,55.4,-7.3,north-east
MALIN HEAD,2002,365,76.0,26.0,3.0,5.516,1031.4,29.8,60.2,124.8,29.8,19.0,24.0,365.0,365.0,1.0,0.0,0.0,0.0,-0.1,15.0,4.7,22.2,4.419,5.479,15.068,3.836,13.973,0.0,0.0,357.0,55.4,-7.3,north-east
MALIN HEAD,2003,365,58.0,14.0,1.0,4.921,812.0,20.9,39.4,91.3,0.0,19.0,11.0,365.0,365.0,3.0,0.0,1.0,0.0,-2.9,17.4,4.1,25.4,4.905,3.288,19.452,2.466,17.26,13.0,0.0,348.0,55.4,-7.3,north-east
MALIN HEAD,2004,366,81.0,33.0,6.0,5.983,1106.8,26.7,59.8,189.0,26.7,15.0,13.0,366.0,366.0,4.0,0.0,0.0,0.0,-0.5,15.3,4.5,23.6,4.383,3.005,23.77,2.732,11.749,0.0,0.0,360.0,55.4,-7.3,north-east
MALIN HEAD,2005,365,71.0,29.0,7.0,6.377,1045.9,34.3,54.9,225.0,60.1,9.0,9.0,365.0,365.0,3.0,0.0,0.0,0.0,-0.8,16.0,3.5,23.4,4.384,4.932,22.74,3.288,13.973,11.0,0.0,359.0,55.4,-7.3,north-east
MALIN HEAD,2006,365,85.0,28.0,4.0,6.376,1134.9,31.4,64.9,244.9,61.8,20.0,18.0,365.0,365.0,6.0,0.0,1.0,0.0,-1.5,16.4,3.4,25.9,4.917,4.384,19.452,3.288,21.644,12.0,0.0,351.0,55.4,-7.3,north-east
MALIN HEAD,2007,365,68.0,31.0,2.0,5.887,1036.1,31.2,56.3,334.5,31.2,17.0,14.0,365.0,365.0,2.0,0.0,0.0,0.0,-2.0,15.1,4.8,20.5,4.534,1.37,25.753,1.918,20.274,6.0,0.0,359.0,55.4,-7.3,north-east
MALIN HEAD,2008,366,95.0,33.0,3.0,5.973,1212.5,27.7,55.4,146.2,27.7,18.0,16.0,366.0,366.0,6.0,0.0,0.0,0.0,-2.4,16.3,4.5,22.2,4.673,5.738,15.301,4.372,13.115,6.0,0.0,349.0,55.4,-7.3,north-east
MALIN HEAD,2009,365,81.0,28.0,6.0,6.176,1130.2,32.4,67.2,221.1,89.1,15.0,14.0,365.0,365.0,8.0,0.0,0.0,0.0,-3.0,15.9,3.0,24.4,4.817,5.205,20.0,3.288,15.342,0.0,0.0,342.0,55.4,-7.3,north-east
MALIN HEAD,2010,365,61.0,23.0,6.0,5.366,928.3,34.7,67.2,189.4,113.0,14.0,10.0,365.0,365.0,31.0,0.0,0.0,0.0,-4.298,15.26,1.271,22.39,4.866,12.877,13.425,12.603,9.863,17.0,10.0,336.0,55.4,-7.3,north-east
MALIN HEAD,2011,365,87.0,31.0,4.0,5.833,1201.6,24.1,67.5,248.9,0.0,19.0,19.0,365.0,365.0,5.0,0.0,0.0,0.0,-3.637,16.21,3.582,23.44,5.143,7.123,15.89,4.384,19.178,19.0,0.0,349.0,55.4,-7.3,north-east
MALIN HEAD,2012,366,81.0,31.0,4.0,5.942,1117.1,42.2,73.8,241.7,42.2,12.0,14.0,366.0,366.0,4.0,0.0,0.0,0.0,-1.682,14.89,3.191,22.62,4.63,10.109,19.399,9.016,13.661,10.0,0.0,360.0,55.4,-7.3,north-east
MALIN HEAD,2013,365,90.0,30.0,3.0,5.966,1103.8,22.6,55.9,172.2,0.0,19.0,13.0,365.0,365.0,8.0,0.0,0.0,0.0,-2.568,16.13,2.727,22.58,4.671,7.397,14.795,9.589,13.973,17.0,0.0,359.0,55.4,-7.3,north-east
MALIN HEAD,2014,365,90.0,34.0,4.0,6.021,1174.1,23.2,56.6,205.3,0.0,17.0,21.0,365.0,365.0,1.0,0.0,1.0,0.0,-0.806,16.26,3.607,25.65,4.768,3.014,21.096,1.918,13.699,6.0,0.0,355.0,55.4,-7.3,north-east
MALIN HEAD,2015,365,99.0,44.0,9.0,7.159,1453.3,66.0,114.0,430.2,144.4,10.0,14.0,365.0,365.0,5.0,0.0,0.0,0.0,-1.022,14.32,3.33,24.67,5.227,8.493,9.315,6.027,13.699,0.0,0.0,359.0,55.4,-7.3,north-east
MALIN HEAD,2016,366,78.0,22.0,1.0,5.403,1042.7,20.6,56.6,111.1,0.0,15.0,20.0,366.0,366.0,5.0,0.0,0.0,0.0,-0.777,16.5,5.797,23.92,4.79,5.191,13.934,1.913,13.388,6.0,0.0,360.0,55.4,-7.3,north-east
MALIN HEAD,2017,365,77.0,18.0,4.0,5.65,1101.7,73.0,89.3,195.5,141.1,17.0,11.0,365.0,365.0,6.0,0.0,2.0,0.0,-0.54,15.91,4.796,25.13,4.75,5.479,19.726,2.74,15.616,13.0,0.0,354.0,55.4,-7.3,north-east
MALIN HEAD,2020,366,86.0,36.0,4.0,6.105,1300.4,33.4,65.7,280.3,61.6,17.0,18.0,365.0,365.0,0.0,0.0,0.0,0.0,0.51,16.74,5.01,23.17,4.702,3.562,13.425,3.014,13.151,0.0,0.0,360.0,55.4,-7.3,north-east
MALIN HEAD,2021,365,72.0,28.0,3.0,5.709,1010.5,25.2,54.9,175.3,25.2,21.0,15.0,365.0,365.0,8.0,0.0,0.0,0.0,-2.433,16.25,2.466,23.52,4.689,4.658,20.0,5.479,18.63,6.0,0.0,350.0,55.4,-7.3,north-east
MALIN HEAD,2022,365,71.0,29.0,6.0,5.641,1071.7,29.1,61.7,218.8,82.8,12.0,22.0,365.0,365.0,2.0,0.0,0.0,0.0,-1.654,15.66,4.606,22.95,4.72,2.192,23.288,0.822,18.082,19.0,0.0,335.0,55.4,-7.3,north-east
MALIN HEAD,2023,365,91.0,37.0,7.0,6.21,1285.4,35.0,64.4,307.4,144.7,26.0,17.0,365.0,365.0,10.0,0.0,2.0,0.0,-1.776,17.9,3.365,26.16,4.755,4.11,35.342,1.918,22.192,21.0,0.0,357.0,55.4,-7.3,north-east
MARKREE,1941,365,58.0,21.0,3.0,5.121,844.9,33.8,82.3,149.2,60.5,18.0,10.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1942,365,96.0,32.0,3.0,6.233,1196.7,44.2,73.9,220.7,79.3,24.0,14.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1943,365,96.0,30.0,0.0,5.565,1163.1,19.6,49.5,123.0,0.0,11.0,15.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1944,366,77.0,27.0,4.0,5.662,1149.4,36.1,60.4,246.4,67.1,11.0,23.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1945,365,76.0,28.0,3.0,5.527,1055.7,33.5,62.7,196.7,33.5,10.0,16.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1946,365,92.0,28.0,2.0,5.831,1084.5,27.9,73.2,210.3,27.9,23.0,28.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1947,365,84.0,30.0,5.0,6.062,1091.2,32.3,69.9,293.8,32.3,15.0,13.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1948,366,86.0,31.0,5.0,6.274,1123.0,36.8,69.1,245.8,68.6,21.0,16.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1949,365,74.0,25.0,5.0,5.747,1069.0,28.2,74.4,187.7,55.1,14.0,26.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1950,365,100.0,36.0,6.0,6.42,1316.2,27.2,58.2,318.4,80.6,15.0,12.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1951,365,84.0,31.0,5.0,5.954,1149.1,30.7,70.5,267.6,58.0,16.0,16.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1952,366,66.0,23.0,2.0,5.696,894.3,37.0,56.6,106.9,37.0,14.0,14.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1953,362,65.0,18.0,1.0,5.283,829.5,29.8,66.0,115.4,29.8,28.0,10.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1954,365,97.0,36.0,9.0,6.441,1307.5,34.2,82.0,295.3,95.6,14.0,18.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1955,365,66.0,27.0,4.0,6.005,960.8,49.3,56.0,236.3,106.8,30.0,11.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1956,366,66.0,28.0,7.0,5.824,1030.8,28.2,69.6,265.9,28.2,9.0,8.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1957,365,59.0,29.0,3.0,5.595,940.0,22.8,51.4,255.8,0.0,13.0,19.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1958,365,87.0,35.0,5.0,6.012,1220.5,25.5,59.0,220.8,0.0,22.0,15.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1959,365,96.0,24.0,5.0,6.443,1172.6,49.9,78.2,234.6,107.5,12.0,11.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1960,364,126.0,38.0,5.0,7.036,1414.2,27.8,64.6,259.2,27.8,13.0,24.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1961,365,91.0,27.0,6.0,6.384,1181.0,50.9,85.5,219.0,113.1,15.0,15.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1962,365,90.0,33.0,7.0,6.623,1185.6,27.8,72.8,258.3,82.6,22.0,21.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1963,365,75.0,25.0,2.0,5.32,947.0,28.8,46.4,103.3,28.8,16.0,9.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1964,366,75.0,25.0,5.0,5.906,1057.2,37.5,86.4,244.5,72.6,13.0,9.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1965,365,92.0,33.0,8.0,6.521,1297.7,49.6,63.8,395.8,114.3,16.0,17.0,,,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1966,365,85.0,33.0,1.0,5.54,1146.8,29.3,63.1,111.1,29.3,13.0,12.0,274.0,274.0,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1967,365,96.0,26.0,2.0,5.718,1218.0,38.8,65.5,182.3,65.3,12.0,37.0,303.0,303.0,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1968,366,83.0,31.0,8.0,6.693,1224.8,58.4,113.3,362.8,247.1,11.0,17.0,273.0,273.0,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1969,365,78.0,18.0,3.0,5.326,1006.7,29.4,55.4,147.7,56.7,9.0,28.0,273.0,272.0,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1970,365,71.0,23.0,6.0,5.183,1114.3,53.0,73.2,193.5,109.0,18.0,22.0,365.0,365.0,61.0,0.0,2.0,0.0,-8.5,14.9,2.3,26.0,7.592,7.215,11.781,14.064,7.546,0.0,0.0,325.0,54.2,-8.5,north-west
MARKREE,1971,365,61.0,16.0,3.0,5.024,879.2,30.9,71.3,112.3,59.9,16.0,8.0,365.0,365.0,56.0,0.0,1.0,0.0,-6.0,15.1,3.1,25.5,8.358,10.4,14.304,7.432,15.32,0.0,0.0,354.0,54.2,-8.5,north-west
MARKREE,1972,366,79.0,26.0,7.0,5.794,1083.4,28.4,64.9,213.7,28.4,15.0,17.0,366.0,366.0,47.0,0.0,3.0,0.0,-8.0,14.2,0.4,26.3,8.19,10.496,6.398,14.401,8.026,0.0,0.0,252.0,54.2,-8.5,north-west
MARKREE,1973,365,85.0,29.0,6.0,5.476,1177.4,31.3,81.0,243.1,88.7,17.0,13.0,365.0,365.0,53.0,0.0,3.0,0.0,-7.0,15.7,1.6,27.2,7.876,8.288,14.623,9.167,9.418,6.0,0.0,337.0,54.2,-8.5,north-west
MARKREE,1974,365,93.0,32.0,1.0,5.456,1243.9,25.0,54.6,189.7,0.0,16.0,22.0,365.0,365.0,49.0,0.0,0.0,0.0,-6.5,14.7,4.0,25.0,8.335,10.377,6.187,11.176,9.852,7.0,0.0,303.0,54.2,-8.5,north-west
MARKREE,1975,365,66.0,25.0,3.0,5.064,957.1,25.0,65.7,135.9,0.0,19.0,19.0,365.0,365.0,46.0,0.0,6.0,0.0,-6.0,16.9,5.0,27.5,8.741,9.201,12.751,5.559,14.635,0.0,0.0,342.0,54.2,-8.5,north-west
MARKREE,1976,362,68.0,23.0,2.0,5.182,1000.2,31.2,57.3,145.5,60.5,19.0,18.0,366.0,366.0,57.0,0.0,11.0,0.0,-5.0,15.8,1.2,29.5,8.405,7.98,13.912,11.27,15.312,22.0,0.0,355.0,54.2,-8.5,north-west
MARKREE,1977,363,80.0,22.0,4.0,4.972,1143.5,25.0,58.8,162.0,0.0,12.0,29.0,365.0,365.0,41.0,0.0,3.0,0.0,-9.0,14.2,1.2,26.3,8.282,12.123,8.858,7.226,9.315,0.0,0.0,290.0,54.2,-8.5,north-west
MARKREE,1978,365,86.0,25.0,3.0,5.363,1158.4,31.0,65.1,161.5,31.0,9.0,17.0,181.0,181.0,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1979,365,90.0,29.0,2.0,5.352,1295.3,40.0,70.2,168.3,40.0,9.0,17.0,182.0,182.0,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1980,366,86.0,36.0,4.0,5.63,1328.7,57.5,60.1,251.8,85.7,16.0,19.0,366.0,366.0,55.0,0.0,0.0,0.0,-7.0,14.3,2.1,22.3,7.863,7.434,12.477,10.735,8.163,0.0,0.0,323.0,54.2,-8.5,north-west
MARKREE,1981,365,100.0,40.0,4.0,6.262,1402.6,42.3,69.2,329.9,96.3,13.0,17.0,365.0,365.0,52.0,0.0,0.0,0.0,-9.5,15.2,0.0,24.2,8.01,10.057,7.797,12.854,13.413,0.0,0.0,323.0,54.2,-8.5,north-west
MARKREE,1982,365,98.0,33.0,2.0,5.724,1316.5,23.0,62.4,185.6,0.0,9.0,20.0,365.0,365.0,53.0,0.0,1.0,0.0,-13.5,14.8,0.2,25.2,8.519,8.162,12.614,7.523,10.08,0.0,0.0,327.0,54.2,-8.5,north-west
MARKREE,1983,365,93.0,28.0,2.0,6.287,1219.6,27.0,64.2,199.6,27.0,21.0,17.0,365.0,365.0,45.0,0.0,9.0,0.0,-8.0,16.3,3.3,30.0,8.082,6.872,21.187,3.79,17.774,9.0,0.0,338.0,54.2,-8.5,north-west
MARKREE,1984,366,93.0,33.0,6.0,6.355,1277.3,28.4,71.0,270.3,54.4,12.0,13.0,366.0,366.0,73.0,0.0,4.0,0.0,-9.0,15.8,1.7,26.3,9.01,14.094,9.722,6.888,10.485,11.0,0.0,254.0,54.2,-8.5,north-west
MARKREE,1987,365,73.0,28.0,3.0,6.277,1004.3,45.3,67.9,218.6,80.7,12.0,12.0,362.0,322.0,,,0.0,2.0,,,-3.0,23.3,,,,11.027,7.93,6.0,,,54.2,-8.5,north-west
MARKREE,1988,353,94.0,33.0,7.0,6.505,1216.4,37.1,93.4,259.8,63.8,13.0,14.0,366.0,329.0,,,0.0,0.0,,,3.6,24.3,,,,9.495,9.062,0.0,,,54.2,-8.5,north-west
MARKREE,1989,365,82.0,29.0,6.0,5.934,1157.1,49.6,108.2,259.5,101.4,23.0,34.0,307.0,365.0,70.0,0.0,,,-7.1,17.0,,,,10.959,12.591,,,,0.0,,54.2,-8.5,north-west
MARKREE,1990,365,106.0,46.0,4.0,6.695,1365.8,35.6,75.9,319.1,35.6,12.0,19.0,357.0,357.0,30.0,0.0,4.0,0.0,-5.7,15.4,3.1,26.2,8.08,7.633,14.764,7.82,14.613,0.0,0.0,311.0,54.2,-8.5,north-west
MARKREE,1991,365,87.0,41.0,5.0,6.66,1145.5,25.8,67.9,303.1,25.8,21.0,20.0,332.0,331.0,,,,,,,,,,,,,,,,,54.2,-8.5,north-west
MARKREE,1992,366,101.0,38.0,5.0,6.397,1304.9,35.3,75.5,277.1,35.3,15.0,20.0,365.0,365.0,47.0,0.0,0.0,0.0,-6.0,15.2,1.3,24.5,7.756,13.151,14.521,11.233,6.575,0.0,6.0,320.0,54.2,-8.5,north-west
MARKREE,1993,365,75.0,36.0,5.0,6.052,1113.5,24.4,64.0,227.9,0.0,17.0,19.0,365.0,365.0,56.0,0.0,0.0,0.0,-6.1,14.3,2.5,22.7,7.867,12.603,14.247,10.959,6.027,0.0,6.0,320.0,54.2,-8.5,north-west
MARKREE,1994,354,98.0,27.0,1.0,5.719,1218.2,23.7,52.8,214.4,0.0,13.0,15.0,365.0,365.0,36.0,0.0,0.0,0.0,-6.4,15.0,0.9,23.5,7.478,2.74,9.589,8.767,8.219,6.0,0.0,299.0,54.2,-8.5,north-west
MARKREE,2013,365,79.0,29.0,4.0,6.182,1088.0,31.9,58.2,275.5,31.9,19.0,18.0,365.0,365.0,58.0,0.0,5.0,0.0,-7.59,15.68,2.209,28.59,7.083,6.301,16.986,15.068,12.055,0.0,0.0,357.0,54.2,-8.5,north-west
MARKREE,2014,365,86.0,40.0,5.0,6.136,1233.3,29.1,63.8,336.2,29.1,25.0,28.0,365.0,365.0,35.0,0.0,1.0,0.0,-6.229,16.6,2.027,27.3,7.409,5.205,20.274,4.11,9.589,0.0,0.0,310.0,54.2,-8.5,north-west
MARKREE,2015,365,107.0,43.0,7.0,7.228,1510.7,48.8,118.3,438.0,162.6,9.0,18.0,365.0,364.0,51.0,0.0,0.0,0.0,-4.53,15.25,1.373,22.45,7.508,7.967,12.637,16.438,11.233,0.0,0.0,285.0,54.2,-8.5,north-west
MARKREE,2016,366,89.0,33.0,2.0,6.189,1157.4,41.6,78.9,185.0,41.6,17.0,21.0,366.0,366.0,56.0,0.0,1.0,0.0,-7.277,16.93,3.066,27.99,7.254,6.011,19.945,9.016,11.202,0.0,6.0,314.0,54.2,-8.5,north-west
MARKREE,2017,365,83.0,31.0,2.0,5.603,1154.3,25.6,58.4,203.2,25.6,16.0,16.0,359.0,359.0,40.0,0.0,1.0,0.0,-5.504,16.15,3.576,25.12,7.004,5.571,24.791,4.735,14.485,15.0,0.0,338.0,54.2,-8.5,north-west
MARKREE,2018,365,83.0,33.0,5.0,6.073,1087.1,23.5,63.4,241.2,0.0,24.0,13.0,365.0,365.0,55.0,0.0,7.0,0.0,-6.944,15.95,0.338,29.91,7.554,10.685,21.918,9.589,14.247,7.0,0.0,339.0,54.2,-8.5,north-west
MARKREE,2019,365,90.0,37.0,10.0,6.44,1320.1,32.6,73.5,380.0,177.2,10.0,18.0,365.0,365.0,46.0,0.0,1.0,0.0,-4.991,18.39,2.964,25.19,7.074,6.301,23.836,7.123,14.247,14.0,0.0,357.0,54.2,-8.5,north-west
MARKREE,2020,366,100.0,42.0,9.0,6.881,1376.3,52.4,80.3,343.0,131.5,22.0,25.0,366.0,366.0,38.0,0.0,5.0,0.0,-5.322,15.69,1.362,25.61,7.276,4.645,16.12,6.831,12.842,6.0,0.0,359.0,54.2,-8.5,north-west
MARKREE,2021,365,89.0,42.0,4.0,6.841,1293.0,42.3,105.9,337.6,98.8,14.0,13.0,365.0,365.0,42.0,0.0,6.0,0.0,-6.369,16.58,1.807,29.53,7.116,4.384,26.027,7.397,15.616,6.0,0.0,316.0,54.2,-8.5,north-west
MARKREE,2022,365,89.0,34.0,2.0,6.345,1186.6,22.5,52.8,236.4,0.0,14.0,16.0,365.0,365.0,41.0,0.0,3.0,1.0,-7.431,16.1,-1.184,28.26,7.463,4.932,27.123,4.384,15.616,16.0,9.0,321.0,54.2,-8.5,north-west
MARKREE,2023,365,94.0,40.0,6.0,6.418,1328.5,34.5,77.3,322.4,99.3,20.0,14.0,365.0,365.0,42.0,0.0,5.0,0.0,-5.015,16.95,1.617,26.87,7.154,4.658,29.863,3.836,20.0,20.0,0.0,328.0,54.2,-8.5,north-west
MOORE PARK,1962,360,57.0,25.0,7.0,6.171,851.6,33.0,68.7,181.2,33.0,23.0,9.0,365.0,365.0,57.0,0.0,0.0,0.0,-8.8,14.2,0.1,23.3,8.81,16.703,3.63,11.487,10.685,0.0,0.0,335.0,52.2,-8.3,south-west
MOORE PARK,1964,361,56.0,27.0,7.0,7.017,961.3,63.6,106.5,267.8,129.3,14.0,7.0,235.0,243.0,,,,,,,,,,,,,,,,,52.2,-8.3,south-west
MOORE PARK,1965,359,75.0,25.0,3.0,6.141,1025.5,45.6,100.8,132.6,112.6,19.0,14.0,213.0,214.0,,,,,,,,,,,,,,,,,52.2,-8.3,south-west
MOORE PARK,1967,351,60.0,18.0,7.0,5.937,801.5,38.3,75.3,177.8,38.3,21.0,9.0,183.0,183.0,,,,,,,,,,,,,,,,,52.2,-8.3,south-west
MOORE PARK,1968,366,66.0,28.0,8.0,7.119,1039.4,49.0,89.9,246.5,131.1,30.0,9.0,337.0,337.0,,,,,,,,,,,,,,,,,52.2,-8.3,south-west
MOORE PARK,1969,362,48.0,19.0,3.0,5.906,732.3,56.5,86.5,124.5,56.5,17.0,12.0,330.0,331.0,,,,,,,,,,,,,,,,,52.2,-8.3,south-west
MOORE PARK,1970,361,56.0,31.0,0.0,5.688,830.4,19.8,70.9,58.9,0.0,28.0,10.0,365.0,365.0,57.0,0.0,3.0,0.0,-6.9,16.0,0.8,25.8,7.498,9.892,16.184,10.959,11.683,0.0,0.0,336.0,52.2,-8.3,south-west
MOORE PARK,1971,358,51.0,17.0,4.0,6.207,782.1,71.1,94.3,160.7,71.1,19.0,9.0,365.0,365.0,33.0,0.0,1.0,0.0,-6.9,16.3,0.7,25.5,7.374,5.959,14.521,5.822,15.744,0.0,0.0,355.0,52.2,-8.3,south-west
MOORE PARK,1972,366,62.0,29.0,5.0,6.17,968.7,37.7,72.7,138.9,37.7,24.0,9.0,366.0,361.0,40.0,0.0,6.0,0.0,-5.2,17.1,1.9,26.0,7.681,9.082,7.173,10.958,7.309,6.0,0.0,354.0,52.2,-8.3,south-west
MOORE PARK,1973,365,61.0,32.0,8.0,7.047,909.0,27.5,87.4,211.0,0.0,25.0,11.0,365.0,365.0,49.0,0.0,3.0,0.0,-5.5,15.9,1.8,26.7,7.62,9.501,12.838,7.143,6.918,0.0,0.0,359.0,52.2,-8.3,south-west
