year,cdd,Station,csdi,cwd,DTR,FD,gsl,ID,prcptot,R10mm,R20mm,r95p,r99p,Rnnmm,RX1day,RX5day,sdii,SU,TN10p,TN50p,TN90p,TNn,TNx,TR,TX10p,TX50p,TX90p,TXn,TXx,wsdi,Station_name
1906,14,LOCID000043,0,5,6.38,62,246,12,693,14,5,196.5,56.6,3,29.8,45.8,5.5,20,7.67,64.93,16.16,-11.1,21,1,7.67,53.15,8.77,-6.6,29.3,0,HAMBURG FUHLSBUETTEL
1907,27,LOCID000043,0,7,6.22,69,218,19,511.2,11,2,53.6,32.8,1,32.8,48.4,4.4,8,15.34,55.34,10.68,-14.1,18,0,15.34,44.38,8.22,-8.9,29.6,0,HAMBURG FUHLSBUETTEL
1908,24,LOCID000043,0,6,6.32,70,194,16,556.7,8,3,70.8,29.4,1,29.4,47.8,4.5,14,13.97,57.53,9.86,-15.1,18.5,0,13.97,48.49,4.66,-10.4,30.1,0,HAMBURG FUHLSBUETTEL
1909,13,LOCID000043,0,7,6.02,86,222,19,675.9,18,3,136.5,26.1,1,26.1,46.1,5.4,5,11.78,53.7,10.41,-12.6,16.4,0,11.78,39.45,3.29,-9.2,27.6,0,HAMBURG FUHLSBUETTEL
1910,18,LOCID000043,0,9,6.01,36,271,3,767.7,18,4,230.9,97.5,2,69.4,79.5,5.9,8,4.93,68.77,16.44,-9.7,20.5,1,4.93,53.42,8.49,-2.7,30.6,12,HAMBURG FUHLSBUETTEL
1911,17,LOCID000043,0,11,6.7,47,220,2,580.4,12,3,103,36.7,2,36.7,51.9,5,29,3.01,72.33,20.55,-5.6,21.5,2,3.01,64.38,10.96,-0.7,32.1,6,HAMBURG FUHLSBUETTEL
1912,20,LOCID000043,7,8,5.89,44,276,18,792.8,19,4,135.1,31.5,1,31.5,48.5,5.3,12,19.73,61.64,16.44,-16.6,19,0,19.73,45.21,4.93,-9.4,29,0,HAMBURG FUHLSBUETTEL
1913,20,LOCID000043,0,6,6.19,43,0,8,556,6,2,65.7,65.7,2,33.3,57.3,4.8,9,8.49,68.49,18.36,-8,18.5,0,8.49,58.9,9.32,-3.5,27.7,6,HAMBURG FUHLSBUETTEL
1914,20,LOCID000043,0,10,5.7,38,229,9,900.4,23,7,310,225.7,6,76,112.7,7,16,9.32,73.42,23.01,-7.6,23,1,9.32,53.97,9.59,-2.2,30.4,9,HAMBURG FUHLSBUETTEL
1915,33,LOCID000043,0,12,5.76,64,206,11,838.1,29,4,192.3,0,1,25.3,60.8,6.8,7,15.07,58.63,9.86,-8.5,19.5,0,15.07,35.89,4.38,-4.4,33.1,0,HAMBURG FUHLSBUETTEL
1916,13,LOCID000043,0,14,5.82,41,319,5,1042.3,36,5,261.7,32.1,2,32.1,62.7,6.8,3,11.23,65.75,13.42,-5,16.5,0,11.23,49.04,6.03,-1.4,26.5,0,HAMBURG FUHLSBUETTEL
1917,30,LOCID000043,7,5,6.4,93,226,32,635.5,17,2,76.2,57.5,2,29.3,54,5.4,20,9.86,53.15,17.26,-15.8,19.7,0,9.86,41.1,8.77,-8.5,31,10,HAMBURG FUHLSBUETTEL
1918,20,LOCID000043,0,9,6.43,50,298,4,976,32,6,324.5,59.5,1,59.5,84.6,6.3,8,7.67,65.48,13.42,-7.3,18,0,7.67,53.97,8.22,-2.2,28,13,HAMBURG FUHLSBUETTEL
1919,21,LOCID000043,0,9,6.3,81,248,22,622.9,13,0,35.8,0,0,18.1,56.6,4.5,12,21.64,47.12,10.14,-11,19,0,21.64,39.45,6.03,-5,30.4,0,HAMBURG FUHLSBUETTEL
1920,43,LOCID000043,6,7,6.39,59,232,12,669.5,19,2,118.1,0,1,25.6,45.1,5.4,10,13.15,65.48,14.79,-8.5,17.4,0,13.15,50.14,8.77,-3.2,28.9,0,HAMBURG FUHLSBUETTEL
1921,26,LOCID000043,0,9,6.81,48,310,10,693.2,24,6,232.7,31.4,2,31.4,63,6.1,25,12.05,65.21,21.1,-8.5,20,0,12.05,58.9,15.89,-2.2,32.1,8,HAMBURG FUHLSBUETTEL
1922,24,LOCID000043,15,8,6.07,77,238,28,640.2,14,4,142.6,41.5,1,41.5,56.5,5.2,8,23.84,46.3,7.95,-14.4,18.8,0,23.84,34.79,4.11,-10,31.1,0,HAMBURG FUHLSBUETTEL
1923,13,LOCID000043,0,12,5.84,57,235,20,764.7,14,1,90.7,0,0,21,60.1,5.2,12,20,50.68,12.33,-12.6,22.5,1,20,35.89,7.95,-6.3,33.5,8,HAMBURG FUHLSBUETTEL
1924,21,LOCID000043,0,10,6.44,91,209,33,747.8,21,3,249.2,102.4,2,61.6,77.1,6.5,11,8.49,53.42,8.77,-12.5,17.5,0,8.49,40.55,4.93,-5.6,31.3,0,HAMBURG FUHLSBUETTEL
1925,15,LOCID000043,10,14,7.15,64,271,14,861.1,21,5,226.8,56.7,2,28.7,97.6,6.1,26,13.97,58.9,15.34,-11.4,19.5,0,13.97,53.42,16.44,-6.4,33.4,21,HAMBURG FUHLSBUETTEL
1926,20,LOCID000043,0,11,6.28,48,242,15,889.9,23,4,151.5,57.5,2,30.8,56.8,5.4,15,10.14,64.38,17.26,-8.7,20.4,1,10.14,54.25,7.95,-4.9,30.4,0,HAMBURG FUHLSBUETTEL
1927,17,LOCID000043,0,10,6.66,67,259,25,933.9,28,5,241.6,136.1,4,38.9,61.8,5.9,16,13.42,55.34,11.78,-14.6,17.4,0,13.42,47.4,8.22,-9.6,29,6,HAMBURG FUHLSBUETTEL
1928,16,LOCID000043,0,9,7.29,69,261,11,847.4,20,5,192.9,30.4,1,30.4,49.9,5.8,11,11.23,49.04,9.86,-8.7,19.2,0,11.23,53.7,9.86,-4.4,33.5,0,HAMBURG FUHLSBUETTEL
1929,13,LOCID000043,22,8,7.23,96,237,50,529.4,12,2,152,66,2,37.6,45.5,4.9,25,16.44,47.67,10.96,-21.1,21.1,1,16.44,43.29,10.96,-12.1,31.9,6,HAMBURG FUHLSBUETTEL
1930,25,LOCID000043,0,8,6.55,60,252,5,716.6,20,6,233.6,127.9,3,45,138.9,6.2,22,6.03,63.01,13.7,-5.5,18.8,0,6.03,53.15,10.68,-1.2,32.5,0,HAMBURG FUHLSBUETTEL
1931,13,LOCID000043,0,9,6.36,91,221,22,858,23,9,303.5,145.3,4,37.5,124.2,6.1,16,14.79,53.42,9.59,-9.8,18.5,0,14.79,41.37,6.03,-5.4,31.4,7,HAMBURG FUHLSBUETTEL
1932,24,LOCID000043,0,9,6.99,74,230,10,621.4,20,1,91.4,0,0,21.3,61.3,5.5,36,5.21,58.36,17.53,-10.5,20.1,1,5.21,52.05,12.6,-4.4,34.3,0,HAMBURG FUHLSBUETTEL
1933,15,LOCID000043,7,8,7.06,73,247,35,554.5,15,2,143.1,59.2,2,32,48.6,5.3,20,8.77,58.63,10.41,-12.2,17.9,0,8.77,53.15,9.59,-7.6,31.4,0,HAMBURG FUHLSBUETTEL
1934,17,LOCID000043,0,8,7.92,39,278,4,479.5,7,1,81.2,45.5,1,45.5,53.6,4.2,40,3.56,70.96,15.34,-6.9,18.1,0,3.56,74.25,18.08,-1.4,31.4,16,HAMBURG FUHLSBUETTEL
1935,24,LOCID000043,0,7,7.98,73,249,11,705.2,17,2,132.8,0,0,24.2,45.9,5.6,23,7.12,46.03,9.04,-14.3,18.4,0,7.12,54.25,10.14,-4.7,30.5,0,HAMBURG FUHLSBUETTEL
1936,16,LOCID000043,8,7,7.38,75,244,9,682.8,20,3,138.9,0,1,25.3,59.1,5.2,21,8.49,52.05,7.4,-8.5,17.4,0,8.49,51.78,8.49,-2.5,30.2,6,HAMBURG FUHLSBUETTEL
1937,25,LOCID000043,0,8,7.23,95,312,30,670.7,13,4,121.9,38.2,1,38.2,44.8,5,22,9.59,51.51,12.05,-12.7,18.4,0,9.59,50.41,7.95,-7.8,33.9,0,HAMBURG FUHLSBUETTEL
1938,25,LOCID000043,12,9,8.71,86,281,14,539.4,10,1,26.1,26.1,1,26.1,42.9,4.6,28,6.85,47.95,7.95,-16.1,19.5,0,6.85,58.36,16.44,-11.9,31.3,18,HAMBURG FUHLSBUETTEL
1939,23,LOCID000043,0,11,7.99,73,309,16,791,25,5,188.7,67.8,3,41.1,52.6,6.1,24,10.96,50.96,12.05,-14.6,18.3,0,10.96,55.62,13.15,-6,31.5,9,HAMBURG FUHLSBUETTEL
1940,15,LOCID000043,39,14,8.32,111,190,57,701.5,21,1,73.2,0,0,22.7,49.5,5.3,17,22.19,36.99,5.48,-29.1,16,0,22.19,41.1,4.11,-12.7,28.6,0,HAMBURG FUHLSBUETTEL
1941,24,LOCID000043,15,14,8.1,111,201,35,716.9,21,2,117,64.8,2,34.8,61.1,5.7,22,18.63,36.99,7.67,-17.6,21.5,1,18.63,42.74,7.4,-11.5,33.3,7,HAMBURG FUHLSBUETTEL
1942,21,LOCID000043,21,6,8.27,114,236,54,624.5,16,3,118.5,35.5,1,35.5,46.6,5.6,20,15.89,37.53,9.04,-21.9,19.5,0,15.89,47.12,9.32,-13.6,31.6,6,HAMBURG FUHLSBUETTEL
1943,37,LOCID000043,0,8,8.71,72,239,14,621.3,16,2,94.3,0,0,22.4,58.2,5.1,25,4.38,48.22,11.78,-12.6,19.2,0,4.38,61.1,15.89,-8.1,35.7,6,HAMBURG FUHLSBUETTEL
1944,12,LOCID000043,0,12,8.23,81,286,6,722.4,17,0,50.5,0,0,19.4,47.9,4.8,35,5.75,47.12,10.68,-10.9,19.3,0,5.75,54.52,11.51,-2.4,34.9,9,HAMBURG FUHLSBUETTEL
1945,21,LOCID000043,0,8,7.65,63,247,16,803.5,21,4,154.9,72.1,4,43.1,67.7,6,20,4.66,58.36,13.15,-12.6,19.3,0,4.66,62.74,9.04,-3.7,31.5,6,HAMBURG FUHLSBUETTEL
1946,21,LOCID000043,9,11,7.5,82,218,30,697.3,16,5,140,29.8,1,29.8,52.4,5.9,17,10.68,48.49,9.59,-13.2,18.9,0,10.68,49.32,8.22,-8.4,35.1,0,HAMBURG FUHLSBUETTEL
1947,34,LOCID000043,29,11,8.9,106,218,58,613.6,19,4,107.4,0,1,25.3,63.1,5.7,48,15.89,41.1,10.41,-19,20.6,1,15.89,54.25,14.52,-10.7,34.5,7,HAMBURG FUHLSBUETTEL
1948,20,LOCID000043,0,13,7.89,75,245,10,754.3,20,5,222.3,123.3,3,63.4,79.8,5.8,19,6.85,52.88,10.14,-14.8,17.7,0,6.85,60.55,14.25,-7.7,33.9,14,HAMBURG FUHLSBUETTEL
1949,16,LOCID000043,6,7,8.08,59,217,7,724.2,22,5,238.8,53.6,2,26.9,66.4,5.9,16,6.3,56.71,11.51,-11.7,16.9,0,6.3,63.29,14.25,-2.9,30.1,0,HAMBURG FUHLSBUETTEL
1950,16,LOCID000043,0,9,7.41,77,253,17,831.6,22,5,187.3,55.4,2,28.4,55.5,5.9,16,6.03,50.41,8.49,-10.3,19.3,0,6.03,47.95,9.32,-5.6,29.7,0,HAMBURG FUHLSBUETTEL
1951,35,LOCID000043,13,9,7.76,73,250,4,817.7,22,5,227.8,85.2,3,53.5,72.8,6.2,13,6.85,52.05,7.12,-10.6,17.4,0,6.85,57.81,6.3,-3.8,30.8,0,HAMBURG FUHLSBUETTEL
1952,19,LOCID000043,8,7,7.76,102,217,12,604.6,10,0,52.1,0,0,18.4,41.6,4.5,14,14.25,36.16,7.95,-10.9,17,0,14.25,39.45,4.93,-3.1,33.7,7,HAMBURG FUHLSBUETTEL
1953,23,LOCID000043,0,11,8.2,74,295,13,575.3,8,2,76.5,59.6,2,32,78.7,4.6,23,4.38,51.78,14.25,-18.1,16.7,0,4.38,61.92,16.16,-7,31.8,0,HAMBURG FUHLSBUETTEL
1954,24,LOCID000043,11,12,7.64,90,231,29,869.8,23,7,258.1,97.7,3,42.5,86.5,6.1,13,14.79,43.01,7.67,-18,17.6,0,14.79,46.03,8.22,-9.6,31.6,0,HAMBURG FUHLSBUETTEL
1955,14,LOCID000043,7,8,8.17,108,225,26,615.4,13,4,120.6,29,2,29,55.7,4.8,20,11.78,39.73,7.12,-17.2,16.5,0,11.78,48.49,7.4,-4.8,29.3,0,HAMBURG FUHLSBUETTEL
1956,15,LOCID000043,18,11,7.78,97,234,33,636.7,17,1,105.9,0,0,20.3,45.9,5.1,9,19.18,36.44,5.48,-22.4,15.7,0,19.18,40.55,6.58,-13.4,28.7,0,HAMBURG FUHLSBUETTEL
1957,18,LOCID000043,0,8,7.56,64,286,6,716,17,2,135.8,55.1,2,28,48.2,5.6,17,10.68,50.41,11.78,-13.8,16.8,0,10.68,53.42,11.23,-9.5,34.5,0,HAMBURG FUHLSBUETTEL
1958,18,LOCID000043,0,9,7.09,94,291,15,779.5,18,3,185.4,57.3,2,28.9,66.9,5.3,6,8.77,47.12,8.22,-14.2,16.8,0,8.77,45.21,5.48,-5,27.5,7,HAMBURG FUHLSBUETTEL
1959,29,LOCID000043,0,15,9.17,74,253,23,376.7,7,0,54.4,0,0,19.8,34.3,4.1,32,3.56,46.03,9.32,-17.3,20.1,1,3.56,65.21,17.81,-5.1,34.4,9,HAMBURG FUHLSBUETTEL
1960,34,LOCID000043,0,12,7.23,73,282,16,878.7,18,7,282.5,185.9,6,55.2,102.9,6,10,7.95,50.41,10.14,-13.3,16.8,0,7.95,47.12,10.14,-5,29.7,6,HAMBURG FUHLSBUETTEL
1961,16,LOCID000043,6,10,7.84,65,262,17,847,18,4,201.4,64.8,2,37.8,62.6,6,14,9.29,55.57,13.3,-14.8,16,0,9.29,55.8,17.15,-6.8,32,7,HAMBURG FUHLSBUETTEL
1962,21,LOCID000043,6,10,7.26,85,209,23,695.2,13,2,105.5,31.6,1,31.6,51,5.5,3,15.14,34.03,4.84,-13,15.5,0,15.14,35.81,5.61,-6.6,27.2,0,HAMBURG FUHLSBUETTEL
1963,20,LOCID000043,22,13,8.02,103,269,59,670,14,2,144.6,67.2,2,36.1,93.7,5.4,14,15.02,38.55,6.52,-18.7,18.7,0,15.02,42.63,5.65,-8.4,34.8,0,HAMBURG FUHLSBUETTEL
1964,19,LOCID000043,0,8,7.65,92,209,23,564.7,10,0,15.4,0,0,15.4,36.3,4.7,20,14.1,42.71,10.14,-16.3,17.1,0,14.1,44.4,10.72,-6.6,32.5,0,HAMBURG FUHLSBUETTEL
1965,20,LOCID000043,14,11,7.4,89,216,13,850.4,29,6,250.1,90.1,2,60.3,65.2,6,4,14.62,40.15,4.41,-15.4,16.3,0,14.62,42.53,4.62,-3.7,25.8,0,HAMBURG FUHLSBUETTEL
1966,11,LOCID000043,6,10,7.03,80,250,30,828.7,18,5,184,69.4,2,37.1,68.7,5.2,17,10.74,51.58,13.49,-16.8,17.7,0,10.74,45.19,11.03,-6.6,32.3,0,HAMBURG FUHLSBUETTEL
1967,12,LOCID000043,0,7,7.37,53,309,7,789.3,21,4,203.1,95.1,3,34.9,55.3,5.3,11,2.86,61.95,11.61,-14.2,18.9,0,2.86,61.4,8.65,-5.2,29.9,0,HAMBURG FUHLSBUETTEL
1968,21,LOCID000043,0,7,7.29,87,255,21,727.8,19,5,178.4,30.1,2,30.1,70.7,5.5,18,5.95,53.03,13.54,-17.9,17.8,0,5.95,47.74,10.41,-9.3,32.7,0,HAMBURG FUHLSBUETTEL
1969,32,LOCID000043,0,9,7.45,112,234,47,677.2,19,5,167,103.8,2,59.9,66,5.9,35,15.74,44.31,11.34,-15,21.9,1,15.74,44.28,12.24,-11,33.2,14,HAMBURG FUHLSBUETTEL
1970,23,LOCID000043,0,14,7.07,102,240,34,860.8,24,4,234.8,61.5,2,33.8,60.1,6.1,22,14.02,42.31,5.95,-16.3,18.4,0,14.02,38.9,5.77,-7.3,29.6,0,HAMBURG FUHLSBUETTEL
1971,16,LOCID000043,0,6,7.74,70,298,15,516.5,7,2,73.2,33.3,1,33.3,51.2,4.6,26,12.73,56.67,15.28,-18.6,17.5,0,12.73,57.97,10.11,-8,31.2,0,HAMBURG FUHLSBUETTEL
1972,22,LOCID000043,6,10,7.52,66,245,17,624,19,1,93.2,26,1,26,39.3,5.5,17,7.58,49.92,6.46,-14.8,18,0,7.58,46.02,10.17,-10.8,30.5,9,HAMBURG FUHLSBUETTEL
1973,24,LOCID000043,6,12,7.76,69,239,5,784.7,25,1,133.2,46.8,1,46.8,69.7,5.9,25,6.71,51.6,7.78,-13.8,18.3,0,6.71,55.64,6.47,-7,32.7,0,HAMBURG FUHLSBUETTEL
1974,33,LOCID000043,0,8,7.3,35,331,0,842.6,21,4,139.5,37.6,2,37.6,73.6,5.9,7,7,52.24,10.68,-5.4,16.3,0,7,53.87,13.02,0,31.5,6,HAMBURG FUHLSBUETTEL
1975,25,LOCID000043,0,8,8.02,64,315,1,580.2,14,2,115.1,52.9,1,52.9,95.8,5.6,39,7.74,53.51,14.43,-9.4,22.4,1,7.74,63.66,13.74,-0.1,33.8,19,HAMBURG FUHLSBUETTEL
1976,25,LOCID000043,0,7,7.98,91,315,22,516.3,14,0,38.7,0,0,19.7,62.6,5.1,41,10.73,48.53,9.76,-11.1,19.4,0,10.73,55.67,11.72,-6.5,33,0,HAMBURG FUHLSBUETTEL
1977,22,LOCID000043,0,9,7.19,61,275,7,759,25,2,100.7,0,0,23.3,67.6,5.8,12,6.43,53.51,13.64,-7.8,16.8,0,6.43,51.39,9.12,-2.5,28.7,0,HAMBURG FUHLSBUETTEL
1978,15,LOCID000043,0,9,6.98,82,275,26,747.8,16,4,116.3,32.6,1,32.6,67,5.2,16,15.79,47.05,10.86,-18.5,18.6,0,15.79,41.32,9.48,-9.7,30.6,0,HAMBURG FUHLSBUETTEL
1979,16,LOCID000043,6,8,7.27,92,216,35,702.8,15,1,59.1,0,0,22,52.2,5.1,16,14.37,39.33,9.37,-20.8,17.1,0,14.37,35.11,9.42,-8.2,30.8,6,HAMBURG FUHLSBUETTEL
1980,20,LOCID000043,0,11,7.62,103,218,27,964.9,26,5,293.4,143.7,3,59.2,85.7,6.7,13,12.22,42.2,7.1,-17.2,17.5,0,12.22,42.92,9.48,-6.9,28.6,6,HAMBURG FUHLSBUETTEL
1981,17,LOCID000043,11,8,7.49,91,232,26,915.7,27,4,195.3,0,1,25.4,65.2,5.8,16,11.22,47.72,10.29,-17.4,17.9,0,11.22,45.52,10.31,-9,29.7,6,HAMBURG FUHLSBUETTEL
1982,19,LOCID000043,7,8,8.13,78,241,19,684,18,2,133.7,61.7,2,34.1,60.2,5.4,28,4.43,52.93,10.85,-19.1,19.1,0,4.43,59.71,14.62,-8.1,32.3,0,HAMBURG FUHLSBUETTEL
1983,21,LOCID000043,0,9,8.1,70,212,12,784.5,24,3,145.3,32.4,1,32.4,61.5,5.4,42,3.69,57.16,13.42,-14.3,18.8,0,3.69,60.63,18.64,-4.9,32.6,14,HAMBURG FUHLSBUETTEL
1984,26,LOCID000043,0,9,6.91,80,217,11,746,20,5,199.8,0,2,25.9,62,6.4,16,11.93,49.63,5.9,-8.4,17.7,0,11.93,49.29,6.3,-3.1,30.2,0,HAMBURG FUHLSBUETTEL
1985,23,LOCID000043,15,9,7.23,89,226,41,725.5,19,2,99.4,0,1,25.9,48.8,5.2,13,18.66,43.58,7.45,-18.3,16.5,0,18.66,43.07,8.9,-10.4,30.7,7,HAMBURG FUHLSBUETTEL
1986,16,LOCID000043,12,12,7.89,78,268,34,759.8,21,5,185.3,26.9,1,26.9,61.2,6,21,14.78,47.62,7,-18.4,17.5,0,14.78,48.64,11.23,-4.7,32.5,0,HAMBURG FUHLSBUETTEL
1987,20,LOCID000043,9,9,6.95,90,236,30,799.8,18,3,121.5,0,0,23.5,55.3,5.7,9,16.31,44.18,8.92,-17.5,19.5,0,16.31,38.08,7.56,-10.8,30.3,0,HAMBURG FUHLSBUETTEL
1988,22,LOCID000043,0,9,7.07,65,332,6,814.8,18,2,118.2,26.9,1,26.9,50.5,5.1,8,5.02,63.63,12.89,-11,16.9,0,5.02,59.63,9.34,-2.1,28.4,0,HAMBURG FUHLSBUETTEL
1989,20,LOCID000043,0,7,7.86,48,257,7,642,17,4,201.4,166.8,4,66,93.8,6.2,30,5.9,61.2,19.53,-8,18.6,0,5.9,67.61,19.75,-2.5,32.7,6,HAMBURG FUHLSBUETTEL
1990,20,LOCID000043,0,8,7.4,33,304,3,887.4,26,6,246.5,111.7,4,29.9,84.1,6.1,19,4.62,66.32,19.54,-5.1,18.7,0,4.62,61.1,20.12,-0.6,33.5,30,HAMBURG FUHLSBUETTEL
1991,19,LOCID000043,0,10,7.49,67,237,14,726.4,23,3,205.1,98.9,3,35.9,65.7,6.3,19,9.59,50.68,12.33,-11.9,20,0,9.59,52.33,9.59,-4.4,30.5,0,HAMBURG FUHLSBUETTEL
1992,21,LOCID000043,0,20,7.74,50,281,8,761.9,22,5,219.4,26.4,1,26.4,50.7,5.9,31,5.21,62.74,14.52,-9.1,19.6,0,5.21,63.56,12.05,-2.6,37.3,0,HAMBURG FUHLSBUETTEL
1993,16,LOCID000043,11,9,7.13,76,290,15,977.4,31,5,328.5,130.8,4,37.1,70,6.9,14,12.05,51.78,10.14,-12.8,17.1,0,12.05,42.47,12.05,-5.5,28.3,10,HAMBURG FUHLSBUETTEL
1994,26,LOCID000043,0,12,7.12,40,286,9,975.1,37,4,237.7,68.2,1,68.2,93.7,6.9,33,4.93,67.95,21.92,-11,24.4,4,4.93,57.53,14.52,-3.6,35,9,HAMBURG FUHLSBUETTEL
1995,32,LOCID000043,0,9,7.82,80,278,19,764.2,27,2,174.9,70.5,2,44.3,78.6,6.8,41,9.04,53.42,16.99,-13.9,19.6,0,9.04,59.45,15.34,-8.9,32.2,13,HAMBURG FUHLSBUETTEL
1996,38,LOCID000043,13,9,7.64,114,214,42,467.4,14,2,87.3,54.7,2,27.7,39.1,5.3,20,13.42,36.44,8.49,-14.1,18,0,13.42,38.9,6.85,-8.6,33.3,6,HAMBURG FUHLSBUETTEL
1997,25,LOCID000043,0,8,7.89,79,246,16,719.2,22,2,218.5,80.1,2,53.6,69.9,6.4,38,7.12,55.62,18.36,-19.3,20.7,1,7.12,61.1,16.44,-10.8,32.9,18,HAMBURG FUHLSBUETTEL
1998,17,LOCID000043,6,10,6.86,57,318,11,972.7,30,7,266.6,73.2,2,40.6,85,6.5,14,10.14,58.63,23.01,-11.3,19.8,0,10.14,52.33,13.15,-4,30.1,14,HAMBURG FUHLSBUETTEL
1999,16,LOCID000043,0,9,8.1,56,258,4,614.8,19,1,93.8,26.7,1,26.7,64.8,4.8,39,1.64,63.01,19.45,-11.1,19.3,0,1.64,70.14,18.9,-2.4,34.2,19,HAMBURG FUHLSBUETTEL
2000,16,LOCID000043,0,10,7.18,39,270,6,649.1,12,1,71.9,35.8,1,35.8,44.1,4.8,19,5.75,69.59,18.36,-10.5,19.7,0,5.75,66.85,16.99,-2.6,34.6,14,HAMBURG FUHLSBUETTEL
2001,16,LOCID000043,6,9,7.56,84,273,16,856.5,29,5,231.8,30.6,1,30.6,69.9,6,24,7.4,53.15,12.88,-10.3,18.8,0,7.4,54.52,11.78,-3.6,32.5,0,HAMBURG FUHLSBUETTEL
2002,28,LOCID000043,0,9,7.22,63,303,15,929,32,6,264,169,5,50,94,6.8,34,6.03,64.11,23.84,-10.8,18.7,0,6.03,62.19,16.99,-3.8,33.6,34,HAMBURG FUHLSBUETTEL
2003,26,LOCID000043,7,6,8.82,88,229,14,537,16,3,121,0,0,24,44,5.7,44,4.93,55.07,16.99,-16.1,19.1,0,4.93,66.58,16.71,-5.8,34.4,7,HAMBURG FUHLSBUETTEL
2004,18,LOCID000043,0,11,7.24,66,312,9,783,23,5,166,0,1,25,67,5.5,22,3.56,62.74,17.26,-8.1,19.1,0,3.56,58.08,12.33,-4.2,30.3,6,HAMBURG FUHLSBUETTEL
1879,-99.9,LOCID000042,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HAMBURG BERGEDORF
1880,-99.9,LOCID000042,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HAMBURG BERGEDORF
1881,-99.9,LOCID000042,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HAMBURG BERGEDORF
1882,-99.9,LOCID000042,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HAMBURG BERGEDORF
1883,-99.9,LOCID000042,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HAMBURG BERGEDORF
1884,-99.9,LOCID000042,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HAMBURG BERGEDORF
1885,-99.9,LOCID000042,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HAMBURG BERGEDORF
1886,-99.9,LOCID000042,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HAMBURG BERGEDORF
1887,-99.9,LOCID000042,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HAMBURG BERGEDORF
1888,-99.9,LOCID000042,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HAMBURG BERGEDORF
1889,-99.9,LOCID000042,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HAMBURG BERGEDORF
1890,-99.9,LOCID000042,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,HAMBURG BERGEDORF
