year,cdd,Station,csdi,cwd,DTR,FD,gsl,ID,prcptot,R10mm,R20mm,r95p,r99p,Rnnmm,RX1day,RX5day,sdii,SU,TN10p,TN50p,TN90p,TNn,TNx,TR,TX10p,TX50p,TX90p,TXn,TXx,wsdi,Station_name
1917,32,LOCID000053,-99.9,8,-99.9,-99.9,-99.9,-99.9,723.8,26,5,169.1,36.5,3,36.5,70.8,5.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1918,18,LOCID000053,-99.9,8,-99.9,-99.9,-99.9,-99.9,712,17,6,172.1,31.5,3,31.5,51.8,5.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1919,32,LOCID000053,-99.9,12,-99.9,-99.9,-99.9,-99.9,713.3,20,1,79.6,0,0,24.9,52.6,5.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1920,26,LOCID000053,-99.9,16,-99.9,-99.9,-99.9,-99.9,608.7,16,3,114.8,45.2,2,45.2,70.7,5.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1921,31,LOCID000053,-99.9,7,-99.9,-99.9,-99.9,-99.9,368.9,8,1,41.4,0,0,23.9,43.9,4.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1922,13,LOCID000053,-99.9,15,-99.9,-99.9,-99.9,-99.9,975.5,26,10,293.7,128.5,7,36.1,68.6,6.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1923,17,LOCID000053,-99.9,10,-99.9,-99.9,-99.9,-99.9,833.2,20,6,187.8,65.5,4,34.2,112.7,6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1924,20,LOCID000053,-99.9,11,-99.9,-99.9,-99.9,-99.9,826.7,30,6,167,0,1,25.4,73.1,6.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1925,18,LOCID000053,-99.9,8,-99.9,-99.9,-99.9,-99.9,787.5,19,5,142.8,0,2,27.6,80,5.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1926,21,LOCID000053,-99.9,6,-99.9,-99.9,-99.9,-99.9,782.3,27,7,252.4,61,2,30.8,92.5,6.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1927,14,LOCID000053,-99.9,7,-99.9,-99.9,-99.9,-99.9,860.5,21,5,215.4,89.9,3,56.9,72.9,6.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1928,24,LOCID000053,-99.9,7,-99.9,-99.9,-99.9,-99.9,736,18,3,103.9,33,3,33,47.3,5.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1929,33,LOCID000053,-99.9,11,-99.9,-99.9,-99.9,-99.9,663.8,15,4,158.5,115.3,2,71.1,93.9,5.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1930,19,LOCID000053,-99.9,8,-99.9,-99.9,-99.9,-99.9,948,29,7,280.9,48.5,2,48.5,89.5,6.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1931,19,LOCID000053,-99.9,9,-99.9,-99.9,-99.9,-99.9,894.9,28,8,328.1,123.8,4,56.7,106,7.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1932,26,LOCID000053,-99.9,12,-99.9,-99.9,-99.9,-99.9,788.4,23,6,187.9,64.4,2,32.8,67.9,6.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1933,32,LOCID000053,-99.9,6,-99.9,-99.9,-99.9,-99.9,482.8,11,2,79,39.4,1,39.4,46.9,5.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1934,24,LOCID000053,-99.9,7,-99.9,-99.9,-99.9,-99.9,572.5,13,2,99.2,0,0,22.5,42.4,5.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1935,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1936,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1937,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1938,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1939,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1940,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1941,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1942,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1943,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1944,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1945,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1946,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1947,17,LOCID000053,-99.9,8,-99.9,-99.9,-99.9,-99.9,605.9,16,4,106.3,0,0,24.5,68,5.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1948,31,LOCID000053,-99.9,11,-99.9,-99.9,-99.9,-99.9,676.7,19,1,56.9,0,0,21.3,56.7,5.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1949,36,LOCID000053,-99.9,8,-99.9,-99.9,-99.9,-99.9,560.5,12,3,137.1,78,2,45.9,55.4,5.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1950,13,LOCID000053,-99.9,9,-99.9,-99.9,-99.9,-99.9,973.9,29,7,237.3,0,5,29.5,62,6.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1951,29,LOCID000053,-99.9,10,-99.9,-99.9,-99.9,-99.9,797.9,22,4,108.8,0,0,24.8,44.1,6.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1952,22,LOCID000053,-99.9,10,-99.9,-99.9,-99.9,-99.9,916.9,30,5,162.3,0,2,29.8,60.5,6.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1953,36,LOCID000053,-99.9,7,-99.9,-99.9,-99.9,-99.9,457.3,11,1,56.9,0,0,21.1,34.6,4.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1954,18,LOCID000053,-99.9,6,-99.9,-99.9,-99.9,-99.9,740.3,16,4,114,0,1,28.1,41,5.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1955,15,LOCID000053,-99.9,7,-99.9,-99.9,-99.9,-99.9,617,16,4,141.5,35,1,35,61.1,5.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1956,18,LOCID000053,-99.9,5,-99.9,-99.9,-99.9,-99.9,744.7,23,3,106.6,34.4,3,34.4,56.7,6.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1957,15,LOCID000053,-99.9,9,-99.9,-99.9,-99.9,-99.9,643.8,14,3,131.4,37.8,1,37.8,43.2,5.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1958,25,LOCID000053,-99.9,9,-99.9,-99.9,-99.9,-99.9,848.6,26,3,110.8,0,1,27.7,54.2,6.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1959,38,LOCID000053,-99.9,7,-99.9,-99.9,-99.9,-99.9,574.4,14,3,135.4,71,2,41,42.1,6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1960,15,LOCID000053,-99.9,8,-99.9,-99.9,-99.9,-99.9,809.7,23,3,129.6,0,1,29.4,47.9,5.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1961,19,LOCID000053,-99.9,9,-99.9,-99.9,-99.9,-99.9,873.2,28,4,170.1,33.9,3,33.9,81.7,6.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1962,27,LOCID000053,-99.9,8,-99.9,-99.9,-99.9,-99.9,654,14,2,81.5,62.2,2,31.4,55,5.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1963,17,LOCID000053,-99.9,8,-99.9,-99.9,-99.9,-99.9,635.5,18,7,194.9,0,1,26.8,53.7,5.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1964,26,LOCID000053,-99.9,6,-99.9,-99.9,-99.9,-99.9,688.3,24,5,190.8,64.3,4,33,86.9,6.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1965,13,LOCID000053,-99.9,10,-99.9,-99.9,-99.9,-99.9,1054.6,31,7,228.5,30.2,2,30.2,49.3,6.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1966,16,LOCID000053,-99.9,7,-99.9,-99.9,-99.9,-99.9,963.2,23,6,185.2,38.2,1,38.2,58.3,6.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1967,14,LOCID000053,-99.9,6,-99.9,-99.9,-99.9,-99.9,956.9,27,10,381,218.5,6,44.8,69.1,7.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1968,21,LOCID000053,-99.9,11,-99.9,-99.9,-99.9,-99.9,800.5,20,4,168.6,30,4,30,60.3,5.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1969,36,LOCID000053,-99.9,6,-99.9,-99.9,-99.9,-99.9,619.5,17,0,19.2,0,0,19.2,45.7,5.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1970,14,LOCID000053,-99.9,8,-99.9,-99.9,-99.9,-99.9,880.8,23,7,251.1,169,6,45,83.8,6.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1971,19,LOCID000053,-99.9,12,-99.9,-99.9,-99.9,-99.9,544.6,16,2,102.6,41.4,1,41.4,54.4,5.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1972,33,LOCID000053,-99.9,6,-99.9,-99.9,-99.9,-99.9,622.8,14,6,202.7,114.9,4,41.2,61.8,5.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1973,37,LOCID000053,-99.9,5,-99.9,-99.9,-99.9,-99.9,556.5,10,1,85.7,0,1,29.8,51.4,5.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1974,27,LOCID000053,-99.9,11,-99.9,-99.9,-99.9,-99.9,787.6,21,1,101.1,45.3,1,45.3,61.7,5.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1975,19,LOCID000053,-99.9,7,-99.9,-99.9,-99.9,-99.9,682.3,18,4,210.7,63.7,2,63.7,72.3,6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1976,28,LOCID000053,-99.9,6,-99.9,-99.9,-99.9,-99.9,505,13,2,52.2,32.1,1,32.1,69.6,5.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1977,20,LOCID000053,-99.9,18,-99.9,-99.9,-99.9,-99.9,810.3,25,4,161.8,33.7,2,33.7,63.1,5.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1978,23,LOCID000053,-99.9,10,-99.9,-99.9,-99.9,-99.9,696.2,18,4,101.2,0,0,23.4,54.7,5.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1979,15,LOCID000053,-99.9,7,-99.9,-99.9,-99.9,-99.9,846.4,22,5,185.1,31.6,3,31.6,63.7,6.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1980,27,LOCID000053,-99.9,10,-99.9,-99.9,-99.9,-99.9,851.9,26,5,189,84.1,3,52.5,72.2,6.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1981,16,LOCID000053,-99.9,11,-99.9,-99.9,-99.9,-99.9,1038.5,29,9,305.1,75.2,3,40.1,84.4,6.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1982,17,LOCID000053,-99.9,11,-99.9,-99.9,-99.9,-99.9,796.7,22,4,132.5,0,2,27.8,50.4,5.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1983,26,LOCID000053,-99.9,10,-99.9,-99.9,-99.9,-99.9,669.8,15,1,44.8,0,1,26,58.3,5.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1984,20,LOCID000053,-99.9,7,-99.9,-99.9,-99.9,-99.9,867.8,28,4,198.7,36.4,2,36.4,74,6.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1985,23,LOCID000053,-99.9,5,-99.9,-99.9,-99.9,-99.9,642.6,17,2,72.2,33.6,1,33.6,43.8,5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1986,30,LOCID000053,-99.9,8,-99.9,-99.9,-99.9,-99.9,718.3,16,7,178.4,30.6,4,30.6,68,5.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1987,30,LOCID000053,-99.9,9,-99.9,-99.9,-99.9,-99.9,858.6,26,3,143.1,0,1,25.3,72.3,6.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1988,17,LOCID000053,-99.9,13,-99.9,-99.9,-99.9,-99.9,794.3,19,3,95,0,1,27.9,45.5,5.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1989,33,LOCID000053,-99.9,12,-99.9,-99.9,-99.9,-99.9,702.7,23,2,82.5,44.1,1,44.1,69.3,6.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1990,21,LOCID000053,-99.9,13,-99.9,-99.9,-99.9,-99.9,705.2,18,4,148.4,68.4,2,36.5,68.1,5.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1991,32,LOCID000053,-99.9,8,-99.9,-99.9,-99.9,-99.9,558,19,1,110.9,0,0,21.4,53.4,6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1992,14,LOCID000053,-99.9,10,-99.9,-99.9,-99.9,-99.9,764.8,19,3,155,35.2,2,35.2,66.7,6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1993,21,LOCID000053,-99.9,17,-99.9,-99.9,-99.9,-99.9,824.8,23,8,267,129.3,6,36.1,82.9,6.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1994,18,LOCID000053,-99.9,11,-99.9,-99.9,-99.9,-99.9,768.6,20,3,112.6,52,1,52,69.3,5.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1995,14,LOCID000053,-99.9,10,-99.9,-99.9,-99.9,-99.9,902.3,32,4,307.7,97.6,2,49.6,101.5,7.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1996,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1997,23,LOCID000053,-99.9,6,-99.9,-99.9,-99.9,-99.9,736.5,23,2,146.5,0,2,28.5,51.5,6.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1998,27,LOCID000053,-99.9,11,-99.9,-99.9,-99.9,-99.9,804.1,20,5,173,70.4,2,38.3,86.7,5.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1999,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
2000,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
2001,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
2002,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
2003,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
2004,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1917,22,61700003244,27,6,8.3,126,216,53,454.5,12,2,65.6,0,1,26,33.7,4.3,44,13.42,35.62,6.03,-18.4,20.2,1,13.42,40.55,7.95,-11.5,31.8,6,
1918,13,61700003244,6,5,7.94,83,241,9,598.4,10,2,142.7,107.7,2,73.7,114.7,5.1,20,8.49,43.01,6.85,-11,19.7,0,8.49,49.04,11.23,-3.7,31,6,
1919,19,61700003244,27,9,7.38,108,232,38,628.5,15,3,134.3,115.9,3,48,82.7,4.7,24,23.84,33.97,6.3,-13.5,18.2,0,23.84,39.18,7.67,-8,30.8,0,
1920,18,61700003244,16,9,7.72,94,231,17,641.5,14,3,145,0,2,28.4,78.6,5.4,25,11.78,47.95,10.68,-11.4,19.3,0,11.78,48.49,10.41,-7.5,33,7,
1921,25,61700003244,17,8,8.52,74,310,19,568.2,14,5,153.7,86.4,3,50.2,71.8,5.6,40,10.96,47.67,12.6,-11.9,20.7,2,10.96,55.62,16.44,-7.8,36.1,6,
1922,20,61700003244,35,6,7.2,108,235,38,560.4,13,2,64.8,0,1,26.8,43.8,4.8,21,23.84,32.88,6.3,-16.6,20.8,1,23.84,33.97,5.75,-10.5,35.4,6,
1923,33,61700003244,0,11,6.96,89,243,25,630,16,4,107.9,41,1,41,63.5,5.1,27,15.62,41.37,8.49,-13.9,19.3,0,15.62,41.92,6.85,-9.2,33.2,10,
1924,21,61700003244,7,7,7.36,119,233,43,627.3,16,6,200.6,65.4,4,33.7,61.8,5.8,21,13.15,35.62,6.3,-12.9,17.9,0,13.15,34.52,3.01,-7.5,30.1,0,
1925,17,61700003244,8,6,7.35,83,274,19,576.5,9,5,144.9,124.9,4,34.2,79.2,4.8,19,15.89,45.75,6.85,-12.8,18.7,0,15.89,45.75,6.85,-6.4,31.9,9,
1926,14,61700003244,0,10,7.12,59,241,16,829,23,6,275,88.1,4,46.6,91.3,5.8,20,11.23,50.14,11.51,-14.3,17.5,0,11.23,46.03,8.49,-9.6,30,8,
1927,14,61700003244,13,7,7.08,86,257,31,752.4,20,4,194.2,59.7,2,29.9,47.5,5.7,20,14.25,41.92,7.95,-21,18.5,0,14.25,42.47,5.48,-10.4,30.9,0,
1928,23,61700003244,20,6,7.63,81,249,22,503.9,9,0,18.7,0,0,18.7,34.1,4.5,31,13.42,44.38,9.86,-14.3,20.4,1,13.42,47.4,9.32,-7.6,34.7,0,
1929,16,61700003244,37,6,8.14,102,237,61,458.3,11,2,77.8,0,0,21.7,35.1,4.9,38,16.44,41.92,9.32,-30.5,19.6,0,16.44,45.48,9.86,-19.2,33.4,9,
